Latitude,Longitude,Angle,Image_URL,Image_Name,Image_Download_Status,Image_Date
38.70457841,-9.184233022,180,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70457840866877,-9.184233022126806&heading=180",115,Not downloaded,Unavailable
38.70457841,-9.184233022,270,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70457840866877,-9.184233022126806&heading=270",116,Not downloaded,Unavailable
38.70420682,-9.183980466,0,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70420682455809,-9.183980466380419&heading=0",117,Not downloaded,Unavailable
38.70420682,-9.183980466,90,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70420682455809,-9.183980466380419&heading=90",118,Not downloaded,Unavailable
38.70420682,-9.183980466,180,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70420682455809,-9.183980466380419&heading=180",119,Not downloaded,Unavailable
38.70420682,-9.183980466,270,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70420682455809,-9.183980466380419&heading=270",120,Not downloaded,Unavailable
38.70394535,-9.18381022,0,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70394534808168,-9.183810220096326&heading=0",121,Not downloaded,Unavailable
38.70394535,-9.18381022,90,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70394534808168,-9.183810220096326&heading=90",122,Not downloaded,Unavailable
38.70394535,-9.18381022,180,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70394534808168,-9.183810220096326&heading=180",123,Not downloaded,Unavailable
38.70394535,-9.18381022,270,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70394534808168,-9.183810220096326&heading=270",124,Not downloaded,Unavailable
